#Wavelength[Angstrom]  Flux[Flux per Angstrom]
6332.54         1408.604
6333.54         1406.815
6334.54         1399.666
6335.54         1395.333
6336.54          1392.25
6337.54         1385.546
6338.54         1376.329
6339.54         1367.413
6340.54         1364.383
6341.54         1368.885
6342.54         1374.076
6343.54         1380.158
6344.54         1385.465
6345.54         1382.606
6346.54         1372.785
6347.54         1365.346
6348.54         1367.239
6349.54         1374.965
6350.54         1381.196
6351.54         1381.075
6352.54         1374.587
6353.54         1364.114
6354.54         1351.173
6355.54         1338.228
6356.54         1329.777
6357.54         1321.459
6358.54         1310.758
6359.54         1302.179
6360.54          1296.12
6361.54         1294.169
6362.54         1296.804
6363.54         1299.432
6364.54         1305.371
6365.54         1320.266
6366.54         1342.211
6367.54          1361.56
6368.54         1377.343
6369.54         1394.159
6370.54         1408.761
6371.54         1415.842
6372.54         1416.124
6373.54          1416.94
6374.54         1421.466
6375.54         1424.051
6376.54         1420.498
6377.54         1418.332
6378.54         1422.414
6379.54         1427.559
6380.54         1424.303
6381.54         1416.292
6382.54         1410.822
6383.54         1410.566
6384.54         1414.296
6385.54         1421.194
6386.54          1428.57
6387.54         1431.957
6388.54         1432.011
6389.54         1426.254
6390.54         1415.638
6391.54          1412.63
6392.54         1409.291
6393.54         1400.598
6394.54         1398.011
6395.54         1395.602
6396.54         1390.402
6397.54         1388.574
6398.54         1392.556
6399.54         1398.522
6400.54         1402.436
6401.54         1404.789
6402.54         1405.788
6403.54         1406.595
6404.54         1407.798
6405.54         1407.051
6406.54         1405.632
6407.54         1405.354
6408.54         1404.837
6409.54         1403.052
6410.54          1401.99
6411.54          1401.59
6412.54         1395.828
6413.54         1392.479
6414.54         1398.951
6415.54         1406.938
6416.54          1404.72
6417.54         1397.596
6418.54           1398.2
6419.54         1400.417
6420.54         1406.763
6421.54          1416.64
6422.54         1419.261
6423.54         1423.987
6424.54          1430.12
6425.54         1426.722
6426.54         1422.632
6427.54         1428.767
6428.54         1438.309
6429.54         1433.549
6430.54         1422.932
6431.54         1419.552
6432.54          1423.33
6433.54          1425.04
6434.54         1423.912
6435.54         1425.317
6436.54         1430.729
6437.54         1437.016
6438.54         1439.889
6439.54         1438.493
6440.54         1436.646
6441.54          1437.47
6442.54         1438.855
6443.54         1436.022
6444.54         1433.724
6445.54         1430.698
6446.54         1421.803
6447.54         1415.508
6448.54         1415.057
6449.54         1413.989
6450.54         1405.921
6451.54         1398.434
6452.54         1395.496
6453.54         1396.116
6454.54         1408.672
6455.54         1423.729
6456.54         1430.697
6457.54         1437.458
6458.54          1447.56
6459.54         1457.757
6460.54         1463.085
6461.54          1461.86
6462.54         1457.544
6463.54         1453.283
6464.54         1447.985
6465.54          1443.48
6466.54         1443.422
6467.54          1448.54
6468.54         1454.071
6469.54         1458.626
6470.54         1461.386
6471.54         1459.383
6472.54         1457.971
6473.54         1457.667
6474.54          1453.65
6475.54         1450.504
6476.54         1449.995
6477.54         1449.828
6478.54         1447.984
6479.54         1441.046
6480.54         1433.117
6481.54          1430.45
6482.54         1425.228
6483.54         1419.139
6484.54         1416.119
6485.54         1409.387
6486.54         1399.586
6487.54         1392.479
6488.54         1389.434
6489.54         1382.295
6490.54         1371.896
6491.54         1362.771
6492.54         1351.168
6493.54         1338.219
6494.54          1325.67
6495.54         1313.487
6496.54         1305.263
6497.54         1311.128
6498.54         1328.041
6499.54         1334.014
6500.54         1338.732
6501.54          1353.58
6502.54         1370.255
6503.54         1383.483
6504.54         1390.905
6505.54         1394.941
6506.54           1403.5
6507.54          1419.22
6508.54         1429.939
6509.54         1424.542
6510.54         1421.351
6511.54         1424.864
6512.54         1426.952
6513.54         1429.428
6514.54         1428.992
6515.54         1424.341
6516.54         1421.349
6517.54         1424.735
6518.54         1430.584
6519.54         1430.951
6520.54         1424.464
6521.54         1418.154
6522.54          1417.21
6523.54         1420.328
6524.54         1425.135
6525.54          1430.23
6526.54         1433.277
6527.54         1431.167
6528.54         1429.635
6529.54         1432.337
6530.54         1435.963
6531.54         1440.289
6532.54         1442.801
6533.54          1441.99
6534.54         1441.928
6535.54          1440.92
6536.54         1438.872
6537.54         1440.085
6538.54         1442.678
6539.54          1445.24
6540.54         1444.768
6541.54         1433.933
6542.54         1418.204
6543.54         1410.105
6544.54         1414.195
6545.54         1418.173
6546.54         1413.458
6547.54         1402.135
6548.54         1388.746
6549.54         1378.798
6550.54         1373.053
6551.54          1367.38
6552.54         1360.711
6553.54         1353.974
6554.54         1345.532
6555.54         1331.401
6556.54         1320.282
6557.54           1312.8
6558.54         1297.947
6559.54         1282.966
6560.54         1277.335
6561.54         1279.056
6562.54         1276.641
6563.54         1271.219
6564.54         1269.385
6565.54         1273.265
6566.54         1286.984
6567.54         1307.603
6568.54         1328.867
6569.54         1349.146
6570.54         1359.033
6571.54         1360.581
6572.54         1369.712
6573.54         1380.804
6574.54         1383.968
6575.54         1382.078
6576.54         1387.599
6577.54         1399.341
6578.54         1408.674
6579.54         1412.527
6580.54         1415.505
6581.54         1420.926
6582.54         1426.817
6583.54         1429.762
6584.54         1427.662
6585.54         1421.458
6586.54         1413.955
6587.54         1406.669
6588.54         1403.034
6589.54         1407.959
6590.54         1420.798
6591.54         1424.635
6592.54          1415.99
6593.54         1411.735
6594.54          1404.89
6595.54          1394.22
6596.54         1389.819
6597.54         1392.555
6598.54         1397.401
6599.54         1400.901
6600.54         1404.448
6601.54         1407.972
6602.54         1407.834
6603.54         1402.598
6604.54         1398.451
6605.54         1398.182
6606.54         1398.791
6607.54          1396.42
6608.54         1394.225
6609.54         1395.531
6610.54         1398.675
6611.54         1399.949
6612.54          1401.76
6613.54         1408.488
6614.54         1419.179
6615.54         1425.928
6616.54         1425.868
6617.54         1423.197
6618.54         1420.185
6619.54         1418.026
6620.54         1417.123
6621.54         1416.314
6622.54         1411.409
6623.54         1400.195
6624.54         1387.881
6625.54         1385.561
6626.54         1387.414
6627.54         1383.547
6628.54         1376.962
6629.54         1369.508
6630.54         1363.988
6631.54         1362.711
6632.54         1362.468
6633.54         1362.135
6634.54         1362.945
6635.54         1365.677
6636.54         1370.116
6637.54          1375.08
6638.54         1379.342
6639.54         1382.718
6640.54         1387.234
6641.54         1391.832
6642.54           1392.1
6643.54         1393.089
6644.54         1395.886
6645.54          1394.49
6646.54         1388.515
6647.54           1382.8
6648.54         1383.639
6649.54         1391.797
6650.54         1393.349
6651.54         1389.602
6652.54         1391.526
6653.54         1385.784
6654.54         1378.138
6655.54         1378.761
6656.54         1377.583
6657.54         1373.295
6658.54         1368.282
6659.54         1363.801
6660.54         1363.661
6661.54         1367.077
6662.54         1368.669
6663.54          1365.37
6664.54         1363.754
6665.54         1366.471
6666.54         1368.505
6667.54         1368.291
6668.54         1369.637
6669.54         1371.785
6670.54         1367.548
6671.54         1366.638
6672.54         1375.224
6673.54         1382.971
6674.54         1378.418
6675.54         1372.397
6676.54         1375.818
6677.54         1377.758
6678.54         1372.974
6679.54         1366.852
6680.54         1365.574
6681.54          1364.27
6682.54         1368.032
6683.54         1379.968
6684.54          1387.85
6685.54         1391.201
6686.54          1391.14
6687.54         1385.965
6688.54         1381.873
6689.54         1381.388
6690.54         1381.374
6691.54         1379.744
6692.54         1380.519
6693.54         1381.935
6694.54         1377.076
6695.54         1369.182
6696.54         1367.881
6697.54          1374.04
6698.54         1374.682
6699.54         1371.185
6700.54         1371.806
6701.54         1377.493
6702.54          1381.26
6703.54         1383.173
6704.54         1384.736
6705.54         1380.049
6706.54         1371.791
6707.54         1365.707
6708.54          1362.85
6709.54         1360.404
6710.54         1361.757
6711.54          1363.96
6712.54         1352.225
6713.54         1338.535
6714.54         1333.153
6715.54         1328.762
6716.54         1324.009
6717.54         1319.914
6718.54         1316.267
6719.54           1312.6
6720.54         1313.941
6721.54         1322.303
6722.54         1332.284
6723.54          1337.29
6724.54         1338.794
6725.54          1343.83
6726.54         1354.492
6727.54         1362.295
6728.54         1361.777
6729.54         1358.438
6730.54         1358.916
6731.54         1362.249
6732.54         1362.308
6733.54         1356.831
6734.54         1355.376
6735.54         1359.474
6736.54         1357.397
6737.54         1349.068
6738.54         1339.881
6739.54         1336.443
6740.54         1343.105
6741.54         1344.163
6742.54         1335.256
6743.54         1333.157
6744.54         1336.854
6745.54         1337.376
6746.54         1332.212
6747.54          1328.42
6748.54         1328.486
6749.54         1331.609
6750.54         1336.772
6751.54         1339.633
6752.54         1337.851
6753.54         1336.426
6754.54         1344.708
6755.54         1358.776
6756.54         1368.422
6757.54         1370.192
6758.54         1368.999
6759.54         1370.956
6760.54          1376.35
6761.54         1377.581
6762.54         1368.585
6763.54         1355.846
6764.54         1352.346
6765.54         1354.513
6766.54         1351.786
6767.54         1344.524
6768.54          1346.85
6769.54         1351.466
6770.54         1350.583
6771.54           1352.2
6772.54          1356.22
6773.54         1361.069
6774.54         1365.978
6775.54          1368.42
6776.54         1370.215
6777.54         1373.371
6778.54         1374.592
6779.54         1366.192
6780.54         1352.375
6781.54         1346.103
6782.54         1349.424
6783.54         1350.554
6784.54          1342.31
6785.54         1331.981
6786.54         1328.473
6787.54         1330.995
6788.54         1332.991
6789.54         1333.371
6790.54         1332.344
6791.54         1333.545
6792.54         1340.549
6793.54          1345.25
6794.54         1347.055
6795.54         1349.082
6796.54         1343.442
6797.54         1339.624
6798.54         1346.805
6799.54         1356.681
6800.54          1363.97
6801.54         1367.865
6802.54          1368.05
6803.54         1363.214
6804.54         1360.586
6805.54          1365.37
6806.54         1371.528
6807.54         1371.645
6808.54         1365.716
6809.54         1369.656
6810.54         1390.548
6811.54          1292.06
6812.54           1098.1
